fungicide,experiment,isolate,rep,dose,length_a,length_b,length.mm,control.mean,rel.growth
azoxystrobin,1,1,1,0,29.37,26.84,24.105,23.2975,103.46603712844727
azoxystrobin,1,1,2,0,26.1,26.88,22.490000000000002,23.2975,96.53396287155275
azoxystrobin,1,1,1,0.1,27.07,25.62,22.345,23.2975,95.91157849554673
azoxystrobin,1,1,2,0.1,24.73,25.98,21.355,23.2975,91.66219551454019
azoxystrobin,1,1,3,0.1,20.21,19.84,16.025,23.2975,68.78420431376757
azoxystrobin,1,1,1,0.5,23.69,23.7,19.695,23.2975,84.53696748578174
azoxystrobin,1,1,2,0.5,21.66,20.61,17.134999999999998,23.2975,73.5486640197446
azoxystrobin,1,1,3,0.5,17.15,14.91,12.030000000000001,23.2975,51.63644167829167
azoxystrobin,1,1,1,0.1,18.61,18.88,14.744999999999997,23.2975,63.290052580749
azoxystrobin,1,1,2,0.1,19.08,18.14,14.61,23.2975,62.7105912651572
azoxystrobin,1,1,3,0.1,17.6,16.4,13,23.2975,55.799978538469794
azoxystrobin,1,1,1,1,20.62,21.79,17.205,23.2975,73.84912544264407
azoxystrobin,1,1,2,1,17.88,17.34,13.61,23.2975,58.418285223736454
azoxystrobin,1,1,3,1,22.2,19.53,16.865000000000002,23.2975,72.389741388561
azoxystrobin,1,1,1,10,0,0,0,23.2975,0
azoxystrobin,1,1,2,10,0,0,0,23.2975,0
azoxystrobin,1,1,3,10,0,0,0,23.2975,0
azoxystrobin,1,2,1,0,34.46,32.29,29.375,32.38166666666667,90.71491070049925
azoxystrobin,1,2,2,0,39.96,38.45,35.205,32.38166666666667,108.71892531782386
azoxystrobin,1,2,3,0,36.58,36.55,32.565,32.38166666666667,100.56616398167687
azoxystrobin,1,2,1,0.1,29.35,29,25.175,32.38166666666667,77.74460857481085
azoxystrobin,1,2,2,0.1,35.95,37.76,32.855000000000004,32.38166666666667,101.46173246178394
azoxystrobin,1,2,3,0.1,32.19,33.55,28.869999999999997,32.38166666666667,89.15538627824385
azoxystrobin,1,2,1,0.5,27.69,28.99,24.34,32.38166666666667,75.16598898553708
azoxystrobin,1,2,2,0.5,28.57,29.47,25.02,32.38166666666667,77.26594266302949
azoxystrobin,1,2,3,0.5,28.88,29.8,25.34,32.38166666666667,78.25415615832003
azoxystrobin,1,2,1,0.1,19.44,20.07,15.755000000000003,32.38166666666667,48.65407380719544
azoxystrobin,1,2,2,0.1,24.42,23.93,20.175,32.38166666666667,62.30377271089609
azoxystrobin,1,2,3,0.1,19.61,19.54,15.575,32.38166666666667,48.098203716094496
azoxystrobin,1,2,1,1,19.63,19.77,15.7,32.38166666666667,48.48422461269236
azoxystrobin,1,2,2,1,21.14,23.43,18.285,32.38166666666667,56.4671367543363
azoxystrobin,1,2,3,1,23.24,23.02,19.13,32.38166666666667,59.07663801533789
azoxystrobin,1,2,1,10,0,0,0,32.38166666666667,0
azoxystrobin,1,2,2,10,0,0,0,32.38166666666667,0
azoxystrobin,1,2,3,10,0,0,0,32.38166666666667,0
azoxystrobin,1,3,1,0,38.69,39.27,34.980000000000004,38.620000000000005,90.57483169342309
azoxystrobin,1,3,2,0,44.39,45.67,41.03,38.620000000000005,106.24029000517865
azoxystrobin,1,3,3,0,45.53,42.17,39.85,38.620000000000005,103.18487830139824
azoxystrobin,1,3,1,0.1,39.37,38.02,34.695,38.620000000000005,89.83687208700154
azoxystrobin,1,3,2,0.1,40.47,41.28,36.875,38.620000000000005,95.48161574313826
azoxystrobin,1,3,3,0.1,40.38,39.31,35.845,38.620000000000005,92.81460383221128
azoxystrobin,1,3,1,0.5,30.59,31.96,27.275,38.620000000000005,70.62402900051785
azoxystrobin,1,3,2,0.5,33.11,36.59,30.85,38.620000000000005,79.8808907301916
azoxystrobin,1,3,3,0.5,36.01,36.47,32.239999999999995,38.620000000000005,83.48006214396683
azoxystrobin,1,3,1,0.1,26.44,26.14,22.29,38.620000000000005,57.71620921802174
azoxystrobin,1,3,2,0.1,30.93,29.95,26.439999999999998,38.620000000000005,68.46193682030035
azoxystrobin,1,3,3,0.1,29.75,30.81,26.28,38.620000000000005,68.04764370792336
azoxystrobin,1,3,1,1,27.39,26.3,22.845,38.620000000000005,59.15328845157948
azoxystrobin,1,3,2,1,31.77,27.28,25.525,38.620000000000005,66.09269808389435
azoxystrobin,1,3,3,1,25.6,27.34,22.47,38.620000000000005,58.18228896944587
azoxystrobin,1,3,1,10,0,0,0,38.620000000000005,0
azoxystrobin,1,3,2,10,0,0,0,38.620000000000005,0
azoxystrobin,1,3,3,10,0,0,0,38.620000000000005,0
azoxystrobin,1,4,1,0,39.88,41.28,36.58,37.72833333333333,96.95631046516765
azoxystrobin,1,4,2,0,43.82,40.42,38.120000000000005,37.72833333333333,101.03812342624907
azoxystrobin,1,4,3,0,42.48,42.49,38.485,37.72833333333333,102.0055661085833
azoxystrobin,1,4,1,0.1,32.54,35.29,29.915,37.72833333333333,79.2905420329549
azoxystrobin,1,4,2,0.1,37.35,34.08,31.715000000000003,37.72833333333333,84.06149224720592
azoxystrobin,1,4,3,0.1,36.61,36.19,32.4,37.72833333333333,85.87710385651809
azoxystrobin,1,4,1,0.5,28.8,28.2,24.5,37.72833333333333,64.9379334717498
azoxystrobin,1,4,2,0.5,30.56,29.74,26.15,37.72833333333333,69.31130450147988
azoxystrobin,1,4,3,0.5,27.97,32.35,26.16,37.72833333333333,69.33780978044794
azoxystrobin,1,4,1,0.1,23.99,24.02,20.005,37.72833333333333,53.02381057560631
azoxystrobin,1,4,2,0.1,23.9,21.74,18.82,37.72833333333333,49.882935017891064
azoxystrobin,1,4,3,0.1,25.46,23.8,20.630000000000003,37.72833333333333,54.68039051111015
azoxystrobin,1,4,1,1,23.85,22.9,19.375,37.72833333333333,51.35397800061846
azoxystrobin,1,4,2,1,26.53,22.47,20.5,37.72833333333333,54.33582188452534
azoxystrobin,1,4,3,1,26.12,26.52,22.32,37.72833333333333,59.159782656712466
azoxystrobin,1,4,1,10,0,0,0,37.72833333333333,0
azoxystrobin,1,4,2,10,0,0,0,37.72833333333333,0
azoxystrobin,1,4,3,10,0,0,0,37.72833333333333,0
azoxystrobin,1,5,1,0,34.32,36.67,31.495000000000005,30.06833333333333,104.74474807383186
azoxystrobin,1,5,2,0,33.43,33.86,29.644999999999996,30.06833333333333,98.59209578183027
azoxystrobin,1,5,3,0,32.93,33.2,29.064999999999998,30.06833333333333,96.66315614433789
azoxystrobin,1,5,1,0.1,26.65,28.34,23.494999999999997,30.06833333333333,78.13868410841971
azoxystrobin,1,5,2,0.1,32.84,34.15,29.495000000000005,30.06833333333333,98.09323208247882
azoxystrobin,1,5,3,0.1,31.08,31.07,27.075,30.06833333333333,90.04489773294164
azoxystrobin,1,5,1,0.5,21.2,21.22,17.21,30.06833333333333,57.23629510559283
azoxystrobin,1,5,2,0.5,21.32,21.34,17.33,30.06833333333333,57.635386065074
azoxystrobin,1,5,3,0.5,19.15,20.73,15.939999999999998,30.06833333333333,53.01258245108363
azoxystrobin,1,5,1,0.1,20.79,20.81,16.799999999999997,30.06833333333333,55.872734327365436
azoxystrobin,1,5,2,0.1,15.79,15.7,11.745,30.06833333333333,39.06102765922066
azoxystrobin,1,5,3,0.1,16.64,15.38,12.010000000000002,30.06833333333333,39.942353528074946
azoxystrobin,1,5,1,1,21.79,21.06,17.424999999999997,30.06833333333333,57.95133307466326
azoxystrobin,1,5,2,1,20.63,20.77,16.7,30.06833333333333,55.540158527797786
azoxystrobin,1,5,3,1,17.4,17.38,13.39,30.06833333333333,44.531899562108535
azoxystrobin,1,5,1,10,16.16,16.17,12.165,30.06833333333333,40.4578460174048
azoxystrobin,1,5,2,10,8.98,8.58,4.780000000000001,30.06833333333333,15.897123219333745
azoxystrobin,1,5,3,10,13.05,12.81,8.93,30.06833333333333,29.699018901391277
azoxystrobin,1,6,1,0,34.28,33.88,30.08,34.735,86.59853174031956
azoxystrobin,1,6,2,0,39.44,39.66,35.55,34.735,102.34633654815029
azoxystrobin,1,6,3,0,42.57,42.58,38.575,34.735,111.05513171153017
azoxystrobin,1,6,1,0.1,35.13,33.96,30.545,34.735,87.93723909601268
azoxystrobin,1,6,2,0.1,38.05,39.94,34.995,34.735,100.74852454296818
azoxystrobin,1,6,3,0.1,40.25,37.7,34.975,34.735,100.69094573197064
azoxystrobin,1,6,1,0.5,30.97,31.75,27.36,34.735,78.76781344465236
azoxystrobin,1,6,2,0.5,32.74,33.77,29.255000000000003,34.735,84.22340578667051
azoxystrobin,1,6,3,0.5,32.73,30.42,27.575,34.735,79.38678566287606
azoxystrobin,1,6,1,0.1,28.22,27.44,23.83,34.735,68.60515330358427
azoxystrobin,1,6,2,0.1,27.83,27.13,23.479999999999997,34.735,67.5975241111271
azoxystrobin,1,6,3,0.1,29.75,26.14,23.945,34.735,68.9362314668202
azoxystrobin,1,6,1,1,26.25,28.06,23.155,34.735,66.66186843241687
azoxystrobin,1,6,2,1,33.83,34.23,30.03,34.735,86.45458471282569
azoxystrobin,1,6,3,1,24.03,23.29,19.66,34.735,56.599971210594504
azoxystrobin,1,6,1,10,0,0,0,34.735,0
azoxystrobin,1,6,2,10,0,0,0,34.735,0
azoxystrobin,1,6,3,10,0,0,0,34.735,0
azoxystrobin,1,7,1,0,37.41,38.2,33.805,32.86,102.87583688374924
azoxystrobin,1,7,2,0,34.73,37.12,31.924999999999997,32.86,97.15459525258673
azoxystrobin,1,7,3,0,36.48,37.22,32.849999999999994,32.86,99.96956786366401
azoxystrobin,1,7,1,0.1,37.3,36.42,32.86,32.86,100
azoxystrobin,1,7,2,0.1,36.68,38.11,33.394999999999996,32.86,101.62811929397442
azoxystrobin,1,7,3,0.1,32.33,33.72,29.025,32.86,88.32927571515519
azoxystrobin,1,7,1,0.5,25.79,27.17,22.48,32.86,68.41144248326233
azoxystrobin,1,7,2,0.5,27.78,27.57,23.675,32.86,72.04808277541083
azoxystrobin,1,7,3,0.5,22.71,22.74,18.725,32.86,56.9841752891053
azoxystrobin,1,7,1,0.1,22.08,21.91,17.994999999999997,32.86,54.762629336579415
azoxystrobin,1,7,2,0.1,20.85,20.86,16.855,32.86,51.293365794278756
azoxystrobin,1,7,3,0.1,19.78,19.8,15.79,32.86,48.052343274497865
azoxystrobin,1,7,1,1,19.72,21.93,16.825,32.86,51.202069385270846
azoxystrobin,1,7,2,1,19.72,16.64,14.18,32.86,43.15276932440658
azoxystrobin,1,7,3,1,21.37,20.46,16.915,32.86,51.47595861229458
azoxystrobin,1,7,1,10,0,0,0,32.86,0
azoxystrobin,1,7,2,10,18.85,18.37,14.61,32.86,44.461351186853314
azoxystrobin,1,7,3,10,0,0,0,32.86,0
azoxystrobin,1,8,1,0,43.35,40.72,38.035,31.636666666666667,120.22442313770941
azoxystrobin,1,8,2,0,37.48,37.68,33.58,31.636666666666667,106.14266146875988
azoxystrobin,1,8,3,0,28.01,26.58,23.295,31.636666666666667,73.63291539353072
azoxystrobin,1,8,1,0.1,39.82,39.61,35.715,31.636666666666667,112.89116004635973
azoxystrobin,1,8,2,0.1,37.27,37.26,33.265,31.636666666666667,105.14698135075335
azoxystrobin,1,8,3,0.1,28.48,30.31,25.395,31.636666666666667,80.2707828469076
azoxystrobin,1,8,1,0.5,31.61,31.45,27.53,31.636666666666667,87.01928142450743
azoxystrobin,1,8,2,0.5,26.09,27.22,22.655,31.636666666666667,71.60994626488252
azoxystrobin,1,8,3,0.5,21.88,22.78,18.33,31.636666666666667,57.93910020018965
azoxystrobin,1,8,1,0.1,24.92,24.6,20.76,31.636666666666667,65.62006111052577
azoxystrobin,1,8,2,0.1,17.32,23.6,16.46,31.636666666666667,52.02823727742072
azoxystrobin,1,8,3,0.1,18.78,20.44,15.61,31.636666666666667,49.341481403434834
azoxystrobin,1,8,1,1,26.72,26.72,22.72,31.636666666666667,71.81540406701085
azoxystrobin,1,8,2,1,23.81,24.84,20.325,31.636666666666667,64.24507428089768
azoxystrobin,1,8,3,1,23.85,25.52,20.685000000000002,31.636666666666667,65.38299441576231
azoxystrobin,1,8,1,10,0,0,0,31.636666666666667,0
azoxystrobin,1,8,2,10,0,0,0,31.636666666666667,0
azoxystrobin,1,8,3,10,0,0,0,31.636666666666667,0
azoxystrobin,1,9,1,0,36.1,40.29,34.195,31.55,108.38351822503962
azoxystrobin,1,9,2,0,31.07,31.69,27.380000000000003,31.55,86.78288431061807
azoxystrobin,1,9,3,0,37.38,36.77,33.075,31.55,104.8335974643423
azoxystrobin,1,9,1,0.1,32.26,32.7,28.480000000000004,31.55,90.26941362916008
azoxystrobin,1,9,2,0.1,33.61,33.58,29.595,31.55,93.80348652931853
azoxystrobin,1,9,3,0.1,34.02,34.43,30.225,31.55,95.80031695721077
azoxystrobin,1,9,1,0.5,23.78,19.07,17.425,31.55,55.22979397781299
azoxystrobin,1,9,2,0.5,27.15,26.28,22.715,31.55,71.99683042789223
azoxystrobin,1,9,3,0.5,25.75,25.77,21.759999999999998,31.55,68.96988906497621
azoxystrobin,1,9,1,0.1,19.1,19.79,15.445,31.55,48.954041204437395
azoxystrobin,1,9,2,0.1,21.58,21.81,17.695,31.55,56.085578446909665
azoxystrobin,1,9,3,0.1,19.7,21.04,16.369999999999997,31.55,51.88589540412043
azoxystrobin,1,9,1,1,21.63,21.13,17.38,31.55,55.08716323296354
azoxystrobin,1,9,2,1,24.4,23.2,19.799999999999997,31.55,62.757527733755936
azoxystrobin,1,9,3,1,21.95,20.37,17.16,31.55,54.38985736925515
azoxystrobin,1,9,1,10,0,0,0,31.55,0
azoxystrobin,1,9,2,10,0,0,0,31.55,0
azoxystrobin,1,9,3,10,0,0,0,31.55,0
azoxystrobin,1,10,1,0,31.92,34.34,29.130000000000003,30.385,95.86967253579068
azoxystrobin,1,10,2,0,34.24,34.45,30.345,30.385,99.86835609675826
azoxystrobin,1,10,3,0,34.8,36.56,31.68,30.385,104.26197136745104
azoxystrobin,1,10,1,0.1,32.41,33.23,28.819999999999993,30.385,94.84943228566725
azoxystrobin,1,10,2,0.1,33.66,31.93,28.795,30.385,94.76715484614118
azoxystrobin,1,10,3,0.1,27.65,29.28,24.465,30.385,80.51670232022379
azoxystrobin,1,10,1,0.5,25.05,24.48,20.765,30.385,68.33964127036366
azoxystrobin,1,10,2,0.5,25.77,27.03,22.4,30.385,73.72058581536942
azoxystrobin,1,10,3,0.5,25.85,26.11,21.98,30.385,72.33832483133125
azoxystrobin,1,10,1,0.1,19.72,20.25,15.985,30.385,52.60819483297679
azoxystrobin,1,10,2,0.1,21.79,21.83,17.81,30.385,58.614447918380776
azoxystrobin,1,10,3,0.1,20.68,19.78,16.23,30.385,53.4145137403324
azoxystrobin,1,10,1,1,23.93,24.92,20.425,30.385,67.22066809280895
azoxystrobin,1,10,2,1,24.43,23.33,19.88,30.385,65.42701991114036
azoxystrobin,1,10,3,1,21.48,22.15,17.814999999999998,30.385,58.63090340628598
azoxystrobin,1,10,1,10,0,0,0,30.385,0
azoxystrobin,1,10,2,10,0,0,0,30.385,0
azoxystrobin,1,10,3,10,0,0,0,30.385,0
azoxystrobin,1,11,1,0,39.56,40.26,35.91,36.983333333333334,97.09779179810725
azoxystrobin,1,11,2,0,41.08,42.44,37.76,36.983333333333334,102.10004506534473
azoxystrobin,1,11,3,0,39.99,42.57,37.28,36.983333333333334,100.80216313654799
azoxystrobin,1,11,2,0.1,38.37,38.84,34.605000000000004,36.983333333333334,93.56917530419109
azoxystrobin,1,11,3,0.1,40.62,40.07,36.345,36.983333333333334,98.2739972960793
azoxystrobin,1,11,1,0.5,33.04,32.74,28.89,36.983333333333334,78.1162685894547
azoxystrobin,1,11,2,0.5,31.51,31.52,27.515,36.983333333333334,74.39837764758902
azoxystrobin,1,11,3,0.5,32.83,33.57,29.200000000000003,36.983333333333334,78.95448400180261
azoxystrobin,1,11,1,0.1,27.44,26.99,23.215,36.983333333333334,62.771518702118065
azoxystrobin,1,11,2,0.1,31.44,32.69,28.064999999999998,36.983333333333334,75.88553402433527
azoxystrobin,1,11,3,0.1,24.49,24.98,20.735,36.983333333333334,56.06579540333483
azoxystrobin,1,11,1,1,30.83,28.56,25.695,36.983333333333334,69.47724200090131
azoxystrobin,1,11,2,1,27.45,29.26,24.355,36.983333333333334,65.85398828301037
azoxystrobin,1,11,3,1,28.11,28.87,24.490000000000002,36.983333333333334,66.21901757548446
azoxystrobin,1,11,1,10,0,0,0,36.983333333333334,0
azoxystrobin,1,11,2,10,0,0,0,36.983333333333334,0
azoxystrobin,1,11,3,10,0,0,0,36.983333333333334,0
azoxystrobin,1,12,1,0,40.91,41.22,37.065,35.98,103.01556420233464
azoxystrobin,1,12,2,0,41.78,41.79,37.785,35.98,105.01667593107283
azoxystrobin,1,12,3,0,36.26,37.92,33.09,35.98,91.96775986659257
azoxystrobin,1,12,1,0.1,33.98,32.74,29.36,35.98,81.60088938299056
azoxystrobin,1,12,2,0.1,39.73,41.81,36.769999999999996,35.98,102.19566425792107
azoxystrobin,1,12,3,0.1,37.7,38.26,33.980000000000004,35.98,94.44135630906061
azoxystrobin,1,12,1,0.5,32.39,28.95,26.67,35.98,74.12451361867706
azoxystrobin,1,12,2,0.5,33.65,34.48,30.064999999999998,35.98,83.56031128404669
azoxystrobin,1,12,3,0.5,35.18,34.22,30.700000000000003,35.98,85.32518065591998
azoxystrobin,1,12,1,0.1,30.33,31.05,26.689999999999998,35.98,74.18010005558644
azoxystrobin,1,12,2,0.1,26.18,26.61,22.395,35.98,62.242912729294055
azoxystrobin,1,12,3,0.1,29.28,29.35,25.315,35.98,70.3585325180656
azoxystrobin,1,12,1,1,34.45,31.34,28.895000000000003,35.98,80.30850472484715
azoxystrobin,1,12,2,1,33.1,31.02,28.060000000000002,35.98,77.98777098387994
azoxystrobin,1,12,3,1,32.51,30.32,27.415,35.98,76.19510839355198
azoxystrobin,1,12,1,10,0,0,0,35.98,0
azoxystrobin,1,12,2,10,0,0,0,35.98,0
azoxystrobin,1,12,3,10,0,0,0,35.98,0
azoxystrobin,1,13,1,0,37.5,41.14,35.32,36.025,98.04302567661347
azoxystrobin,1,13,2,0,39.96,38.98,35.47,36.025,98.45940319222763
azoxystrobin,1,13,3,0,40.7,41.87,37.285,36.025,103.49757113115892
azoxystrobin,1,13,1,0.1,39.35,39.44,35.394999999999996,36.025,98.25121443442053
azoxystrobin,1,13,2,0.1,40.81,41.25,37.03,36.025,102.78972935461485
azoxystrobin,1,13,3,0.1,45.74,45.74,41.74,36.025,115.86398334489938
azoxystrobin,1,13,1,0.5,42.41,42.76,38.584999999999994,36.025,107.1061762664816
azoxystrobin,1,13,2,0.5,44.48,44.48,40.48,36.025,112.36641221374046
azoxystrobin,1,13,3,0.5,42.81,42.18,38.495000000000005,36.025,106.85634975711314
azoxystrobin,1,13,1,0.1,41.55,40.3,36.925,36.025,102.49826509368494
azoxystrobin,1,13,2,0.1,42.62,42.77,38.695,36.025,107.411519777932
azoxystrobin,1,13,3,0.1,43.83,43,39.415,36.025,109.41013185287996
azoxystrobin,1,13,1,1,39.5,39.79,35.644999999999996,36.025,98.94517696044413
azoxystrobin,1,13,2,1,41.53,41.72,37.625,36.025,104.44136016655101
azoxystrobin,1,13,3,1,41.82,41.66,37.739999999999995,36.025,104.76058292852184
azoxystrobin,1,13,1,10,0,0,0,36.025,0
azoxystrobin,1,13,2,10,0,0,0,36.025,0
azoxystrobin,1,13,3,10,0,0,0,36.025,0
azoxystrobin,1,14,1,0,37.44,36.93,33.185,29.703333333333333,111.72146784872629
azoxystrobin,1,14,2,0,32.46,32.01,28.235,29.703333333333333,95.0566715295702
azoxystrobin,1,14,3,0,33.36,30.02,27.689999999999998,29.703333333333333,93.2218606217035
azoxystrobin,1,14,1,0.1,36.28,36.3,32.29,29.703333333333333,108.7083380092021
azoxystrobin,1,14,2,0.1,35.37,33.43,30.4,29.703333333333333,102.3454157782516
azoxystrobin,1,14,3,0.1,32.43,32.26,28.345,29.703333333333333,95.42700033666254
azoxystrobin,1,14,1,0.5,24.05,25.26,20.655,29.703333333333333,69.53765009538773
azoxystrobin,1,14,2,0.5,22.9,21.37,18.134999999999998,29.703333333333333,61.0537537874537
azoxystrobin,1,14,3,0.5,22.78,18.72,16.75,29.703333333333333,56.390977443609025
azoxystrobin,1,14,1,0.1,16.91,16.92,12.915,29.703333333333333,43.479968578161824
azoxystrobin,1,14,2,0.1,14.81,17.4,12.105,29.703333333333333,40.75300190775446
azoxystrobin,1,14,3,0.1,18.74,16.22,13.479999999999997,29.703333333333333,45.38211199640892
azoxystrobin,1,14,1,1,18.46,18.11,14.285,29.703333333333333,48.09224553922119
azoxystrobin,1,14,3,1,20.64,17.19,14.915,29.703333333333333,50.21321961620468
azoxystrobin,1,14,1,10,0,0,0,29.703333333333333,0
azoxystrobin,1,14,2,10,0,0,0,29.703333333333333,0
azoxystrobin,1,14,3,10,0,0,0,29.703333333333333,0
azoxystrobin,1,15,1,0,32.73,33.43,29.08,30.61,95.0016334531199
azoxystrobin,1,15,2,0,36.87,36.32,32.595,30.61,106.48480888598498
azoxystrobin,1,15,3,0,34.05,34.26,30.155,30.61,98.51355766089513
azoxystrobin,1,15,1,0.1,32.4,31.23,27.814999999999998,30.61,90.86899705978438
azoxystrobin,1,15,2,0.1,30.24,29.79,26.015,30.61,84.98856582816073
azoxystrobin,1,15,3,0.1,30.36,31.38,26.869999999999997,30.61,87.78177066318196
azoxystrobin,1,15,1,0.5,22.37,23.18,18.775,30.61,61.33616465207449
azoxystrobin,1,15,2,0.5,22.93,23.66,19.295,30.61,63.034955896765766
azoxystrobin,1,15,3,0.5,22.28,21.48,17.880000000000003,30.61,58.41228356746162
azoxystrobin,1,15,1,0.1,21.75,19.58,16.665,30.61,54.44299248611565
azoxystrobin,1,15,2,0.1,16.91,17.09,13,30.61,42.46978111728193
azoxystrobin,1,15,3,0.1,17.15,17.88,13.515,30.61,44.15223783077426
azoxystrobin,1,15,1,1,20.85,22.41,17.630000000000003,30.61,57.5955570075139
azoxystrobin,1,15,2,1,20.38,19.27,15.825,30.61,51.69879124469128
azoxystrobin,1,15,3,1,17.74,18.68,14.21,30.61,46.42273766742895
azoxystrobin,1,15,1,10,0,0,0,30.61,0
azoxystrobin,1,15,2,10,0,0,0,30.61,0
azoxystrobin,1,15,3,10,0,0,0,30.61,0
azoxystrobin,1,16,1,0,37.54,41.17,35.355000000000004,31.12666666666667,113.58427928892698
azoxystrobin,1,16,2,0,32.55,34.84,29.695,31.12666666666667,95.40051402869993
azoxystrobin,1,16,3,0,32.93,31.73,28.33,31.12666666666667,91.01520668237309
azoxystrobin,1,16,1,0.1,33.31,33.3,29.305,31.12666666666667,94.14756907260656
azoxystrobin,1,16,2,0.1,32.88,32.89,28.885000000000005,31.12666666666667,92.79824373527524
azoxystrobin,1,16,3,0.1,31.85,33.33,28.590000000000003,31.12666666666667,91.85050331976869
azoxystrobin,1,16,1,0.5,24.5,22.85,19.675,31.12666666666667,63.20946669522382
azoxystrobin,1,16,2,0.5,24.61,24.6,20.605,31.12666666666667,66.19725851360035
azoxystrobin,1,16,3,0.5,24.31,25.65,20.979999999999997,31.12666666666667,67.40201327907474
azoxystrobin,1,16,1,0.1,18.53,19.12,14.825000000000003,31.12666666666667,47.62797172842151
azoxystrobin,1,16,2,0.1,19.52,20.05,15.785,31.12666666666667,50.71214392803598
azoxystrobin,1,16,3,0.1,20.58,18.93,15.754999999999999,31.12666666666667,50.61576354679802
azoxystrobin,1,16,1,1,22.72,20.85,17.785,31.12666666666667,57.13750267723281
azoxystrobin,1,16,2,1,22.4,22.86,18.63,31.12666666666667,59.85221674876846
azoxystrobin,1,16,3,1,20.05,18.23,15.14,31.12666666666667,48.639965731420006
azoxystrobin,1,16,1,10,0,0,0,31.12666666666667,0
azoxystrobin,1,16,2,10,0,0,0,31.12666666666667,0
azoxystrobin,1,16,3,10,0,0,0,31.12666666666667,0
ethaboxam,1,1,1,0,38.04,38.58,34.31,36.13,94.96263492942153
ethaboxam,1,1,2,0,38.84,37.31,34.075,36.13,94.31220592305564
ethaboxam,1,1,3,0,44,44.01,40.004999999999995,36.13,110.72515914752282
ethaboxam,1,1,1,0.001,41,41.61,37.305,36.13,103.25214503182949
ethaboxam,1,1,2,0.001,40.5,40.6,36.55,36.13,101.16246886244117
ethaboxam,1,1,3,0.001,43.34,43.44,39.39,36.13,109.02297259894824
ethaboxam,1,1,1,0.01,23.4,21.81,18.604999999999997,36.13,51.494602823138656
ethaboxam,1,1,2,0.01,21.88,21.26,17.57,36.13,48.62994741212289
ethaboxam,1,1,3,0.01,21.89,23.9,18.895,36.13,52.29725989482424
ethaboxam,1,1,1,0.05,0,0,0,36.13,0
ethaboxam,1,1,2,0.05,0,0,0,36.13,0
ethaboxam,1,1,3,0.05,0,0,0,36.13,0
ethaboxam,1,1,1,0.1,0,0,0,36.13,0
ethaboxam,1,1,2,0.1,0,0,0,36.13,0
ethaboxam,1,1,3,0.1,0,0,0,36.13,0
ethaboxam,1,1,1,1,0,0,0,36.13,0
ethaboxam,1,1,2,1,0,0,0,36.13,0
ethaboxam,1,1,3,1,0,0,0,36.13,0
ethaboxam,1,2,1,0,41,44.15,38.575,38.64833333333333,99.81025486221917
ethaboxam,1,2,2,0,42.27,42.06,38.165000000000006,38.64833333333333,98.74940704644445
ethaboxam,1,2,3,0,43.88,42.53,39.205,38.64833333333333,101.44033809133641
ethaboxam,1,2,1,0.001,40.55,39.79,36.17,38.64833333333333,93.58747682090647
ethaboxam,1,2,2,0.001,39.89,42.73,37.31,38.64833333333333,96.53715123549959
ethaboxam,1,2,3,0.001,39.59,45.4,38.495000000000005,38.64833333333333,99.60326016645824
ethaboxam,1,2,1,0.01,33.71,34.03,29.870000000000005,38.64833333333333,77.28664452973393
ethaboxam,1,2,2,0.01,34.7,36.45,31.575000000000003,38.64833333333333,81.69821898313856
ethaboxam,1,2,3,0.01,30.14,29.6,25.87,38.64833333333333,66.93690974168787
ethaboxam,1,2,1,0.05,11.01,10.55,6.780000000000001,38.64833333333333,17.54280046573807
ethaboxam,1,2,2,0.05,11.74,10.83,7.285,38.64833333333333,18.84945448272888
ethaboxam,1,2,3,0.05,13.1,12.21,8.655000000000001,38.64833333333333,22.39423864763466
ethaboxam,1,2,1,0.1,5.61,6.28,1.9450000000000003,38.64833333333333,5.032558540687396
ethaboxam,1,2,2,0.1,6.56,6.53,2.545,38.64833333333333,6.585018758894304
ethaboxam,1,2,3,0.1,6.48,6.45,2.465,38.64833333333333,6.378024063133382
ethaboxam,1,2,1,1,0,0,0,38.64833333333333,0
ethaboxam,1,2,2,1,0,0,0,38.64833333333333,0
ethaboxam,1,2,3,1,0,0,0,38.64833333333333,0
ethaboxam,1,3,1,0,41.35,41.54,37.445,37.94166666666667,98.69097298484515
ethaboxam,1,3,2,0,39.85,40.54,36.195,37.94166666666667,95.39644190643531
ethaboxam,1,3,3,0,44.79,43.58,40.185,37.94166666666667,105.91258510871953
ethaboxam,1,3,1,0.001,40.37,38.31,35.34,37.94166666666667,93.14298264880298
ethaboxam,1,3,2,0.001,40.04,40.45,36.245000000000005,37.94166666666667,95.52822314957172
ethaboxam,1,3,3,0.001,38.13,38.13,34.13,37.94166666666667,89.95387656490226
ethaboxam,1,3,1,0.01,35.79,33.36,30.575000000000003,37.94166666666667,80.58423017790469
ethaboxam,1,3,2,0.01,32.43,34.62,29.525,37.94166666666667,77.8168240720404
ethaboxam,1,3,3,0.01,33.83,34.69,30.259999999999998,37.94166666666667,79.75400834614538
ethaboxam,1,3,1,0.05,14.17,13.98,10.075,37.94166666666667,26.553920491983302
ethaboxam,1,3,2,0.05,14.2,15.69,10.945,37.94166666666667,28.846914122556555
ethaboxam,1,3,3,0.05,14.14,11.98,9.06,37.94166666666667,23.87876125631452
